name,avgscore
dereck joubert,69.0
derek cianfrance,74.5
derek jarman,55.0
derek lee,56.0
derick martini,41.0
derik murray,58.0
dermot mulroney,13.0
derrick borte,55.0
des doyle,68.0
desiree akhavan,73.0
desmond davis,59.0
destin daniel cretton,67.5
dewey nicks,12.0
dexter fletcher,66.0
diablo cody,35.0
diana whitten,68.0
diane doniol-valcroze,32.0
diane english,27.0
diane keaton,51.5
diane kurys,59.0
diego lerman,63.0
diego luna,51.0
diego quemada-diez,74.0
dietrich bruggemann,68.0
dinesh d'souza,21.5
dino athanassiou,28.0
dito montiel,54.0
dj pooh,14.5
djo munga,65.0
dmitry vasyukov,74.0
dominic sena,36.333333333333336
dominik graf,66.0
dominik moll,70.0
dominique benicheti,81.0
dominique deruddere,60.0
don argott,69.0
don bluth,59.8
don boyd,45.0
don chaffey,46.0
don coscarelli,48.4
don hahn,64.5
don hall,74.0
don handfield,56.0
don kempf,57.0
don mancini,46.0
don mckellar,61.0
don michael paul,20.5
don paul,51.0
don roos,59.666666666666664
don scardino,44.0
don siegel,83.0
don taylor,69.0
donal lardner ward,27.0
donal mosher,66.0
donald petrie,43.5
donald rice,49.0
dong-hoon choi,70.5
donnacha o'briain,81.0
dori berinstein,67.0
doris dorrie,65.0
doron eran,45.0
doug atchison,72.0
doug biro,54.0
doug block,77.0
doug ellin,38.0
doug hamilton,51.0
doug lefler,37.0
doug liman,63.0
doug mchenry,48.0
doug pray,77.0
douglas aarniokoski,25.0
douglas mackinnon,49.0
douglas mcgrath,52.2
douglas tirola,45.5
dover koshashvili,78.5
drake doremus,64.0
drew barrymore,68.0
drew denicola,69.0
drew goddard,72.0
dror moreh,91.0
dror soref,48.0
dror zahavi,56.0
duane adler,40.0
duane baughman,68.0
duncan jones,70.5
duncan roy,64.0
duncan tucker,66.0
dustin hoffman,64.0
dustin lance black,33.0
dustin marcellino,25.0
dwight h. little,43.333333333333336
dwight yoakam,22.0
dylan baker,45.0
dylan kidd,65.0
dylan mohan gray,68.0
dylan southern,72.0
e. elias merhige,54.0
e.l. katz,63.0
ed decter,24.0
ed gass-donnelly,50.5
ed harris,70.5
ed radtke,61.0
ed solomon,45.0
eddie mullins,72.0
eddie murphy,16.0
eddy terstall,59.0
edet belzberg,85.0
edgar reitz,70.0
edgar wright,76.8
edmon roch,67.0
edna luise biesold,34.0
eduardo sanchez,50.5
edward burns,54.0
edward james olmos,66.0
edward norton,60.0
edward yang,93.0
edward zwick,58.666666666666664
efram potelle,33.0
ekachai uekrongtham,52.5
elaine constantine,64.0
elaine may,52.0
eleonore faucher,63.0
eli craig,65.0
eli roth,60.6
elia kazan,88.0
elia suleiman,74.0
elie chouraqui,49.0
elie wajeman,72.0
elio petri,89.0
elissa down,68.0
eliza hittman,76.0
elizabeth allen rosenbaum,46.333333333333336
elizabeth banks,40.5
elizabeth canner,64.0
elizabeth chai vasarhelyi,77.0
elizabeth mims,71.0
ella lemhagen,65.0
ellen spiro,60.0
ellie kanner,16.0
elliot berlin,64.0
elliot greenebaum,57.0
ellory elkayem,53.0
emanuel hoss-desmarais,63.0
emanuele crialese,65.33333333333333
emile ardolino,58.0
emile gaudreault,41.0
emilio estevez,59.0
emilio martinez lazaro,47.0
emily abt,62.0
emily kunstler,62.0
emir kusturica,73.0
emma davie,71.0
emmanuel benbihy,66.0
emmanuel carrere,71.0
emmanuel laurent,59.0
emmanuel mouret,70.0
emmanuelle bercot,58.666666666666664
emmanuelle pickett,58.0
emmett malloy,22.0
enid zentelis,44.0
eran creevy,49.0
eran kolirin,80.0
eran riklis,63.6
eric blakeney,42.0
eric bress,30.0
eric brevig,46.0
eric bricker,67.0
eric bross,48.0
eric byler,72.0
eric chaikin,61.0
eric darnell,60.6
eric eason,71.0
eric england,48.0
eric goldberg,58.5
eric heisserer,55.0
eric hendershot,45.0
eric khoo,72.5
eric lartigau,71.0
eric leighton,56.0
eric mendelsohn,74.0
eric mueller,53.0
eric nicholas,65.0
eric rohmer,79.33333333333333
eric schaeffer,24.5
eric schwab,16.0
eric small,48.0
eric steel,58.0
eric styles,44.0
eric till,47.0
eric toledano,55.0
eric valette,24.0
eric valli,73.0
eric walter,48.0
eric wareheim,40.0
eric werthman,37.0
erick zonca,62.0
ericson core,63.0
erik gandini,60.0
erik matti,70.0
erik nelson,64.0
erik sharkey,59.0
erik skjoldbjærg,58.0
erik van looy,48.5
erik white,50.0
eriq la salle,33.0
ernest b. schoedsack,75.5
ernest r. dickerson,42.5
ernesto diaz espinoza,43.0
ernie barbarash,45.0
errol morris,76.42857142857143
eskil vogt,83.0
espen sandberg,61.0
estela bravo,44.0
etan cohen,34.0
ethan coen,72.47058823529412
ethan hawke,54.0
ethan maniquis,60.0
eugene green,67.5
eugene jarecki,68.75
eugenio derbez,55.0
eugenio mira,61.0
euzhan palcy,68.0
eva gardos,51.0
evan glodell,72.0
evan goldberg,59.5
evan jackson leong,52.0
everardo gout,58.0
everett lewis,40.0
ewald andre dupont,89.0
eytan fox,64.0
ezna sands,24.0
f. gary gray,51.857142857142854
fabian bielinsky,79.0
fabien constant,51.0
fabrice du welz,72.0
farhad mann,29.0
farhan akhtar,49.0
farihah zaman,71.0
farren blackburn,44.0
fatih akin,69.71428571428571
fede alvarez,57.0
federico fellini,84.0
fedor bondarchuk,49.0
felipe lacerda,83.0
felix van groeningen,62.0
femke wolting,61.0
fenton bailey,56.333333333333336
feo aladag,65.0
fernando coimbra,67.0
fernando eimbcke,73.0
fernando leon de aranoa,64.0
fernando meirelles,55.0
fernando trueba,68.5
ferran brooks,58.0
ferzan ozpetek,62.0
filip remunda,72.0
fina torres,41.0
finn taylor,51.0
fisher stevens,56.5
florence ayisi,71.0
florent-emilio siri,44.0
floria sigismondi,65.0
florian gallenberger,57.0
florian habicht,62.0
florian henckel von donnersmarck,63.0
florin serban,64.0
forest whitaker,36.5
fouad mikati,23.0
fran rubel kuzui,48.0
franc roddam,79.0
franc. reyes,39.0
frances reid,85.0
francesca gregorini,40.5
francesco la regina,58.0
francesco munzi,76.0
francis ford coppola,65.58823529411765
francis glebas,60.5
francis lawrence,61.4
francis veber,70.0
franck khalfoun,42.0
franck ribiere,63.0
franco sacchi,66.0
franco zeffirelli,51.666666666666664
francois dupeyron,69.0
francois girard,49.0
francois ozon,66.81818181818181
francois simard,60.0
francois truffaut,78.0
frank a. cappello,53.0
frank capra,83.0
frank coraci,42.142857142857146
frank cvitanovich,85.0
frank darabont,56.5
frank e. flowers,37.0
frank gladstone,33.0
frank l. anderson,72.0
frank marshall,51.0
frank miller,50.0
frank nissen,64.0
frank novak,53.0
frank oz,65.55555555555556
frank passingham,23.0
frank perry,55.0
frank sebastiano,40.0
frank simon,63.0
frank whaley,53.5
franklin j. schaffner,70.0
franny armstrong,81.0
fraser c. heston,43.0
fred andrews,31.0
fred cavaye,75.0
fred durst,50.0
fred savage,13.0
fred schepisi,63.42857142857143
fred walton,58.0
fred wolf,33.5
fred zinnemann,75.66666666666667
frederic auburtin,66.0
frederic fonteyne,82.0
frederic jardin,75.0
frederic lumiere,58.0
frederic tcheng,69.5
frederick wiseman,81.25
frederik du chau,40.0
fredi m. murer,63.0
fredrik bond,31.0
fredrik gertten,54.0
fredrik stanton,73.0
freida lee mock,68.0
fritz kiersch,45.0
fritz lang,98.0
fro rojas,44.0
fruit chan,66.0
gabe polsky,72.0
gabe torres,38.0
gabor csupo,74.0
gabor kukucska,58.0
gabriel bologna,31.0
gabriel london,82.0
gabriel mascaro,78.0
gabriel range,49.0
gabriela cowperthwaite,83.0
gabriele muccino,50.666666666666664
gabriele salvatores,73.0
gabrielle demeestere,34.0
gabrielle provaas,68.0
gaby dellal,62.0
gadi harel,36.0
gaetan brizzi,59.0
gail dolgin,77.0
galt niederhoffer,43.0
gareth edwards,62.5
gareth evans,64.33333333333333
garry marshall,42.75
garth jennings,64.5
gary burns,63.0
gary chapman,45.0
gary david goldberg,46.0
gary eck,50.0
gary entin,57.0
gary fleder,46.0
gary goldman,52.333333333333336
gary halvorson,59.0
gary hardwick,48.0
gary mckendry,44.0
gary nelson,53.5
gary preisler,6.0
gary ross,70.33333333333333
gary rydstrom,25.0
gary shore,40.0
gary sinyor,31.0
gary trousdale,73.5
gary winick,54.0
gaspar noe,60.0
gavin hood,54.0
gavin o'connor,64.75
gavin wiesen,36.0
gaylen ross,53.0
geeta patel,70.0
geetha j,63.0
gela babluani,45.0
gene kelly,99.0
genndy tartakovsky,47.0
geoff moore,40.0
geoffrey sax,36.0
geoffrey wright,51.0
georg maas,62.0
george a. romero,62.0
george armitage,59.0
george bamber,38.0
george bowers,17.0
george butler,64.0
george c. wolfe,47.5
george clooney,64.4
george cukor,98.5
george gallo,45.333333333333336
george hencken,60.0
george hickenlooper,56.0
george huang,66.0
george lucas,72.5
george mihalka,46.0
george miller,69.9
george nolfi,60.0
george ogilvie,80.0
george p. cosmatos,40.666666666666664
george ratliff,56.0
george roy hill,69.0
george seaton,42.0
george sidney,77.0
george tillman jr.,52.2
georges franju,90.0
georgia lee,60.0
gerald hustache-mathieu,63.0
gerald potterton,51.0
gerard depardieu,66.0
gerard johnson,56.0
gerard johnstone,76.0
gerard krawczyk,53.0
gerard stembridge,64.0
gerard ungerman,30.0
gerardo naranjo,72.5
gerardo vera,43.0
gia coppola,69.0
gianfranco rosi,64.0
gianni amelio,74.0
gianni di gregorio,70.0
gideon koppel,64.0
gil cates jr.,38.0
gil junger,51.0
gil kenan,57.666666666666664
gilles bourdos,64.0
gilles legrand,67.0
gilles marchand,47.0
gilles paquet-brenner,49.0
gillian armstrong,62.25
gillian greene,31.0
gillian grisman,64.0
gillian robespierre,76.0
gillies mackinnon,70.0
gillo pontecorvo,83.5
gina prince-bythewood,65.0
gini reticker,78.0
gita pullapilly,62.0
giulio paradisi,65.0
giulio ricciarelli,62.0
giuseppe capotondi,72.0
giuseppe tornatore,54.25
glen goei,52.0
glen morgan,41.5
glendyn ivin,68.0
glenn ficarra,63.0
glenn gaylord,23.5
glenn gordon caron,44.0
glenn mcquaid,58.5
godfrey cheshire,79.0
godfrey reggio,60.5
gonzalo arijon,82.0
gonzalo lopez-gallego,28.5
goran dukic,62.0
goran olsson,76.5
gordon chan,38.0
gordon parks jr.,67.0
gore verbinski,54.77777777777778
goro miyazaki,59.0
gotham chopra,48.0
gotz spielmann,84.0
gough lewis,37.0
grace lee,70.5
graeme clifford,48.0
graham annable,61.0
graham baker,45.0
grant heslov,54.0
greg 'freddy' camalier,75.0
greg beeman,36.0
greg berlanti,45.0
greg coolidge,36.0
greg francis,35.0
greg gricus,55.0
greg harrison,50.5
greg macgillivray,48.0
greg marcks,45.5
greg mclean,49.0
greg mottola,69.66666666666667
greg olliver,64.0
greg pak,66.0
greg pritikin,48.0
greg strause,27.5
greg tiernan,28.0
greg whiteley,68.0
gregg araki,62.2
gregg bishop,38.0
gregg godfrey,43.0
gregg hale,49.0
gregor jordan,44.0
gregor schnitzler,47.0
gregori viens,62.0
gregory cooke,44.0
gregory dark,17.0
gregory hoblit,52.6
gregory jacobs,57.666666666666664
gregory nava,67.0
gregory poirier,15.0
gregory v. sherman,78.0
gregory wilson,29.0
gren wells,31.0
greta gerwig,59.0
griffin dunne,39.666666666666664
guido santi,56.0
guillaume canet,59.0
guillaume nicloux,58.0
guillermo arriaga,35.5
guillermo del toro,71.0
gurinder chadha,57.25
gus holwerda,32.0
gus van sant,65.2
gustave kervern,47.0
gustavo ron,59.0
gustavo taretto,60.0
guy ferland,52.0
guy hamilton,57.833333333333336
guy jenkin,54.0
guy maddin,78.33333333333333
guy moshe,39.5
guy ritchie,47.25
gyorgy palfi,80.0
haifaa al-mansour,81.0
haile gerima,78.0
haim tabakman,70.0
hal ashby,89.0
hal haberman,57.0
hal hartley,55.666666666666664
hal needham,32.4
hal tulchin,75.0
ham tran,70.0
hamlet sarkissian,39.0
hampton fancher,56.0
hannah fidell,53.0
hanno hofer,68.0
hans canosa,62.0
hans fjellestad,51.0
hans petter moland,72.0
hans weingartner,68.0
hans-christian schmid,70.0
hany abu-assad,73.0
hao ning,64.0
harald zwart,43.4
hark tsui,53.8
harmony korine,44.0
harold becker,45.25
harold cronk,16.0
harold crooks,59.0
harold guskin,54.0
harold ramis,52.875
harold whitaker,51.0
harold young,85.0
harry dodge,47.0
harry elfont,49.5
harry mastrogeorge,31.0
harry morgan moses,70.0
harry ralston,32.0
harry sinclair,49.0
harry thomason,53.0
hart bochner,37.5
harvey glazer,18.0
harvey wang,54.0
hassan yektapanah,76.0
hatsuki tsuji,15.0
havana marking,78.0
hayao miyazaki,83.7
hayden schlossberg,49.0
heather rae,48.0
hector babenco,75.5
hee-il leesong,48.0
heidi ewing,64.75
heinz butler,59.0
heitor dhalia,36.0
helen hunt,56.0
helen stickler,69.0
helene cattet,56.0
helmut schleppi,53.0
hendel butoy,59.0
henri-georges clouzot,89.0
henrik ruben genz,58.0
henrique goldman,62.0
henry alex rubin,75.5
henry barrial,40.0
henry bean,65.0
henry bromell,77.0
henry hathaway,42.0
henry hobson,52.0
henry jaglom,42.5
henry joost,54.666666666666664
henry miller,43.0
henry saine,48.0
henry selick,67.33333333333333
herbert ross,46.0
herman yau,55.0
hernan guerschuny,40.0
herschel faber,19.0
heung-sik park,47.0
hideo nakata,44.0
higuchinsky,62.0
hilary birmingham,73.0
hilary brougher,68.0
hiner saleem,69.0
hiroaki aikawa,58.0
hirokazu kore-eda,94.0
hirokazu koreeda,77.25
hiromasa yonebayashi,76.0
hironobu sakaguchi,49.0
hirotsugu kawasaki,48.0
hiroyuki kitakubo,44.0
hiroyuki okiura,60.0
hitoshi matsumoto,59.5
ho-cheung pang,65.0
holly hardman,20.0
hong-jin na,67.0
hong-soo park,36.0
hoon-jung park,58.0
hossein amini,66.0
howard alk,86.0
howard deutch,38.57142857142857
howard franklin,56.0
howard hall,77.0
howard hawks,86.0
howard mccain,40.0
howard zieff,56.333333333333336
hoyt yeatman,41.0
hrvoje hribar,62.0
hsiao-hsien hou,79.8
hubert sauper,82.0
hubertus siegert,67.0
huck botko,32.5
hue rhodes,32.0
hugh hartford,68.0
hugh hudson,55.5
hugh johnson,33.0
hugh laurie,46.0
hugh wilson,47.4
hugo rodriguez,49.0
hun jang,59.0
hunter hill,29.0
hunter richards,24.0
hyung-rae shim,33.0
iain forsyth,83.0
iain morris,55.0
iain softley,53.75
ian cheney,72.0
ian fitzgibbon,47.0
ian iqbal rashid,54.5
ian mccrudden,76.0
ian mcdonald,63.0
ice-t,66.0
iciar bollain,71.5
ido haar,72.0
ignacio ferreras,81.0
ilana trachtman,68.0
ilisa barbash,80.0
imtiaz ali,40.0
ines paris,51.0
ingmar bergman,90.0
ioana uricaru,68.0
ira sachs,75.0
irena salina,67.0
irvin kershner,64.0
irwin winkler,50.857142857142854
isaac feder,34.0
isaac florentine,20.0
isabel coixet,63.2
isabelle doval,55.0
ishiro honda,78.0
ismael ferroukhi,58.0
ismail merchant,58.0
israel cardenas,64.0
israel horovitz,52.0
issa lopez,55.0
istvan szabo,65.66666666666667
ivan reitman,55.81818181818182
ivan sen,72.0
j blakeson,65.0
j. lee thompson,44.6
j. mackye gruber,30.0
j.a. bayona,73.5
j.b. rogers,32.0
j.c. chandor,80.66666666666667
j.c. khoury,37.0
j.j. abrams,73.0
j.p. schaefer,32.0
j.p. sniadecki,77.0
j.s. cardone,35.0
j.t. petty,43.0
j.t.s. moore,46.0
jaak kilmi,59.0
jabbar raisani,26.0
jack attridge,58.0
jack clayton,43.0
jack heller,40.0
jack kinney,85.0
jack lewis,47.0
jack n. green,57.0
jack nicholson,54.0
jack plotnick,49.0
jack sholder,41.0
jack smight,51.0
jack stokes,51.0
jackie chan,33.0
jaco van dormael,66.5
jacob estes,74.0
jacob gentry,63.0
jacob kornbluth,59.5
jacob rosenberg,45.0
jacob tierney,49.0
jacob vaughan,62.0
jacques audiard,80.0
jacques becker,85.0
jacques cluzaud,78.5
jacques demy,76.25
jacques doillon,74.0
jacques martineau,55.0
jacques nolot,55.0
jacques perrin,78.5
jacques rivette,67.5
jacques thelemaque,45.0
jacques-remy girerd,44.0
jae-eun jeong,69.0
jafar panahi,84.4
jag mundhra,45.0
jahangir salehi,32.0
jake goldberger,51.0
jake kasdan,51.8
jake paltrow,48.0
jake rademacher,60.0
jake schreier,61.5
jake scott,47.0
jake west,43.0
jalil lespert,51.0
jalmari helander,62.0
james algar,59.0
james bai,62.0
james bobin,68.0
james bridges,69.0
james c.e. burke,58.0
james cameron,73.75
james cox,43.0
james d. stern,58.5
james demonaco,45.5
james dodson,40.0
james duffy,18.0
james e. duff,45.0
james fargo,41.0
james foley,58.375
james franco,47.0
james frawley,74.0
james gartner,58.0
james gray,67.0
james griffiths,52.0
james gunn,53.25
james isaac,29.0
james ivory,64.5
james keach,52.5
james kent,76.0
james l. brooks,64.8
james longley,84.0
james m. hausler,28.0
james manera,9.0
james mangold,61.44444444444444
james marsh,68.83333333333333
james mather,48.0
james mcteigue,42.6
james merendino,50.0
james moll,32.0
james mottern,61.0
james napier robertson,77.0
james ponsoldt,71.66666666666667
james rasin,69.0
james ronald whitney,32.0
james signorelli,43.5
james swirsky,73.0
james toback,62.8
james wan,49.0
james ward byrkit,65.0
james watkins,63.5
james westby,44.0
james wong,36.75
jamie babbit,36.0
jamie blanks,26.5
jamie bradshaw,20.0
jamie linden,61.0
jamie meltzer,70.0
jamie thraves,64.0
jamie travis,55.0
jamie uys,73.0
jan de bont,53.0
jan hrebejk,70.33333333333333
jan pinkava,96.0
jan schutte,58.0
jan svankmajer,63.0
jan sverak,56.0
jan troell,70.0
jane anderson,58.0
jane campion,66.8
jane haubrich,58.0
jane lipsitz,49.5
jane pollard,83.0
jane weinstock,34.5
jane wells,61.0
janet grillo,60.5
janet tobias,58.0
jann turner,60.0
jannicke systad jacobsen,70.0
janos szasz,57.0
janus metz,72.0
janusz kaminski,16.0
jared hess,48.0
jared moshe,76.0
jarret tarnol,28.0
jasmin dizdar,79.0
jasmine dellal,73.0
jason alexander,45.0
jason banker,54.0
jason bateman,57.0
jason bloom,1.0
jason dasilva,80.0
jason eisener,49.0
jason freeland,31.0
jason friedberg,14.0
jason gould,44.0
jason kohn,71.0
jason lapeyre,58.0
jason matzner,57.0
jason maurer,27.0
jason momoa,44.0
jason moore,66.0
jason osder,86.0
jason priestley,52.0
jason reitman,71.6
jason rosette,43.0
jason spingarn-koff,65.0
jason sussberg,53.0
jason tippet,71.0
jason todd ipson,26.0
jason winer,36.0
jason wise,58.0
jaume balaguero,47.5
jaume collet-serra,50.8
javier abad,39.0
javier fuentes-leon,76.0
jay bulger,78.0
jay chandrasekhar,40.4
jay chou,45.0
jay craven,34.0
jay dipietro,44.0
jay duplass,67.25
jay gammill,53.0
jay karas,57.0
jay lavender,56.0
jay lee,45.0
jay levey,32.0
jay martin,35.0
jay roach,55.125
jay russell,58.0
jay sandrich,58.0
je-kyu kang,47.0
jean becker,59.0
jean cocteau,92.0
jean duval,23.0
jean-baptiste leonetti,34.0
jean-christophe lie,64.0
jean-claude brisseau,54.5
jean-claude schlim,40.0
jean-francois laguionie,70.0
jean-francois pouliot,59.0
jean-francois richet,62.5
jean-jacques annaud,52.2
jean-luc godard,82.0
jean-marc barr,37.5
jean-marc vallee,71.6
jean-marie poire,38.0
jean-paul civeyrac,53.0
jean-paul rappeneau,68.0
jean-pierre ameris,61.5
jean-pierre dardenne,84.2
jean-pierre denis,78.0
jean-pierre jeunet,66.0
jean-pierre limosin,47.0
jean-pierre melville,95.0
jean-stephane sauvaire,45.0
jeanne jordan,79.0
jeannot szwarc,41.0
jeb stuart,49.0
jed weintrob,36.0
jee-woon kim,63.75
jeff abugov,26.0
jeff baena,50.0
jeff balsmeyer,56.0
jeff burr,30.0
jeff celentano,24.0
jeff dupre,74.0
jeff feuerzeig,77.0
jeff franklin,23.0
jeff garlin,57.0
jeff kanew,41.0
jeff lipsky,49.0
jeff lowell,30.0
jeff malmberg,83.0
jeff mcgrath,69.0
jeff nathanson,47.0
jeff nichols,79.0
jeff orlowski,75.0
jeff pollack,54.0
jeff preiss,58.0
jeff prosserman,52.0
jeff radice,68.0
jeff reichert,71.0
jeff renfroe,38.0
jeff schaffer,45.0
jeff sherman,78.0
jeff stanzler,43.0
jeff stilson,72.0
jeff tremaine,54.666666666666664
jeff wadlow,39.666666666666664
jeff warrick,33.0
jeff zimbalist,65.0
jeffrey blitz,76.5
jeffrey friedman,66.33333333333333
jeffrey katzenberg,51.0
jeffrey kimball,79.0
jeffrey kramer,47.0
jeffrey kusama-hinte,76.0
jeffrey nachmanoff,60.0
jeffrey schwarz,70.0
jeffrey w. byrd,11.0
jeffrey wolf,9.0
jehane noujaim,79.33333333333333
jem cohen,79.0
jemaine clement,76.0
jen soska,46.0
jenee lamarque,53.0
jennifer abbott,73.0
jennifer arnold,48.0
jennifer baichwal,67.0
jennifer dworkin,85.0
jennifer flackett,55.0
jennifer grausman,68.0
jennifer jason leigh,56.0
jennifer kent,86.0
jennifer lee,74.0
jennifer lynch,28.5
jennifer m. howd,58.0
jennifer m. kroot,66.0
jennifer phang,59.0
jennifer westfeldt,55.0
jennifer yuh nelson,67.0
jenniphr goodman,70.0
jenny deller,67.0
jeong-hyang lee,63.0
jeppe rønde,53.0
jeremiah birnbaum,59.0
jeremiah hayes,63.0
jeremiah s. chechik,30.333333333333332
jeremy brock,56.0
jeremy earp,54.0
jeremy garelick,35.0
jeremy haft,34.0
jeremy kagan,35.0
jeremy kipp walker,67.0
jeremy leven,47.5
jeremy lovering,66.0
jeremy newberger,70.0
jeremy passmore,57.0
jeremy podeswa,58.0
jeremy rawle,43.0
jeremy saulnier,77.0
jeremy seifert,49.0
jeremy snead,40.0
jeremy thomas,51.0
jeroen krabbe,51.0
jerome bonnell,58.0
jerome enrico,40.0
jerome robbins,86.0
jerome sable,39.0
jerome salle,40.0
jerry paris,36.0
jerry rothwell,78.5
jerry schatzberg,72.0
jerry zaks,68.0
jerry zucker,65.6
jerusha hess,42.0
jerzy kawalerowicz,67.0
jerzy stuhr,73.0
jess manafort,36.0
jesse dylan,39.0
jesse holland,52.0
jesse moss,89.0
jesse peretz,57.0
jesse thomas cook,8.0
jesse vaughan,24.0
jesse vile,70.0
jesse zwick,45.0
jessica bendinger,53.0
jessica congdon,52.0
jessica goldberg,34.0
jessica hausner,71.0
jessica joy wise,73.0
jessica oreck,75.0
jessica sanders,74.0
jessica wolfson,72.0
jessica woodworth,53.0
jessica yu,65.25
jessie deeter,55.0
jessie nelson,28.0
jessy terrero,33.0
jesus nebot,45.0
jeta amata,31.0
jez butterworth,51.0
jiang xiao,70.0
jianxin huang,29.0
jieho lee,37.0
jill bauer,52.0
jill culton,49.0
jill soloway,50.0
jill sprecher,67.0
jim abrahams,71.25
jim brown,81.0
jim drake,26.0
jim fall,56.0
jim field smith,43.0
jim finn,55.0
jim gillespie,38.5
jim hanon,45.0
jim hemphill,81.0
jim henson,58.0
jim jarmusch,70.0909090909091
jim kohlberg,60.0
jim loach,60.0
jim malone,27.0
jim mckay,77.0
jim mickle,70.0
jim rash,68.0
jim sharman,58.0
jim sheridan,67.14285714285714
jim sonzero,27.0
jim strouse,62.0
jim taihuttu,52.0
jim van bebber,56.0
jim wilson,37.0
jimmy chin,77.0
jimmy hayward,47.333333333333336
jimmy t. murakami,51.0
jin-ho hur,59.0
jingming guo,40.0
jiri barta,64.0
jiri menzel,72.0
joachim lafosse,78.5
joachim rønning,61.0
joachim trier,81.5
joan carr-wiggin,28.0
joan chen,24.0
joan churchill,71.0
joann sfar,66.0
joanna hogg,76.0
joao jardim,78.0
joao pedro rodrigues,53.5
joao rui guerra da mata,69.0
joaquim pinto,86.0
joaquin montalvan,58.0
joaquin oristrell,59.0
joby harold,33.0
jocelyn towne,40.0
jodi wille,62.0
jodie foster,62.333333333333336
jodie markell,51.0
jody hill,58.5
jody lee lipes,74.0
joe alves,27.0
joe angio,70.0
joe berlinger,68.75
joe brewster,67.0
joe camp,44.5
joe carnahan,56.5
joe chappelle,18.0
joe charbanic,22.0
joe cornish,75.0
joe cross,45.0
joe dante,60.375
joe fab,64.0
joe johnston,54.875
joe lynch,45.5
joe maggio,59.5
joe mantegna,59.0
joe mantello,59.0
joe menendez,61.0
joe nussbaum,42.666666666666664
joe pytka,46.0
joe ranft,73.0
joe roth,34.25
joe russo,59.0
joe swanberg,60.2
joe thomas,65.0
joe wright,71.2
joel allen schroeder,54.0
joel coen,72.47058823529412
joel david moore,40.0
joel edgerton,77.0
joel gallen,32.0
joel hershman,46.0
joel hopkins,56.333333333333336
joel schumacher,46.875
joel silberg,53.0
joel soisson,28.0
joel surnow,54.0
joel zwick,50.5
joey figueroa,59.0
joey lauren adams,64.0
johan grimonprez,66.0
johan renck,19.0
johanna demetrakas,48.0
johanna hamilton,73.0
johannes roberts,52.0
johannes stjarne nilsson,72.0
john a. davis,62.0
john alan simon,35.0
john asher,21.0
john august,52.0
john badham,62.5
john barry,9.0
john bonito,45.0
john boorman,61.75
john bruno,42.666666666666664
john butler,57.0
john cameron mitchell,75.0
john carney,75.0
john carpenter,56.22222222222222
john chuldenko,34.0
john cleese,80.0
john cornell,41.0
john cosgrove,23.0
john crowley,60.75
john curran,70.0
john d. hancock,43.0
john dahl,64.5
john de bello,9.0
john dower,67.0
john duigan,41.666666666666664
john dullaghan,77.0
john eng,38.0
john erick dowdle,43.25
john fawcett,70.0
john flynn,52.0
john ford,94.5
john forte,41.0
john fortenberry,26.0
john francis daley,34.0
john frankenheimer,66.0
john g. avildsen,59.5
john gatins,59.0
john glen,55.0
john gray,51.0
john greyson,47.0
john guillermin,69.0
john gulager,33.5
john halas,51.0
john hamburg,57.0
john harrison,54.0
john henry davis,35.0
john herzfeld,20.0
john hillcoat,65.0
john hindman,44.0
john hoffman,49.0
john hughes,58.833333333333336
john huston,76.4
john hyams,58.0
john irvin,36.0
john jeffcoat,70.0
john junkerman,48.0
john keitel,45.0
john keith wasson,61.0
john krasinski,44.0
john krokidas,65.0
john landis,49.5
john lasseter,78.0
john lee hancock,59.25
john leekley,22.0
john lounsbery,74.0
john luessenhop,45.0
john maclean,72.0
john madden,61.833333333333336
john magary,76.0
john malkovich,64.0
john maloof,75.0
john maringouin,68.0
john maybury,41.5
john mckay,37.0
john mcnaughton,67.75
john mctiernan,48.55555555555556
john michael mcdonagh,77.5
john milius,49.0
john mitchell,67.0
john moore,39.6
john musker,76.2
john n. smith,47.0
john ottman,16.0
john pasquin,49.5
john patrick shanley,56.5
john pogue,41.0
john polson,32.0
john r. cherry iii,24.0
john r. leonetti,24.0
john requa,63.0
john ridley,66.0
john sanford,50.0
john sayles,63.75
john scheinfeld,66.0
john schlesinger,64.5
john schultz,39.8
john shea,44.0
john simpson,55.0
john singleton,52.111111111111114
john slattery,51.0
john stainton,50.0
john stalberg jr.,31.0
john stephenson,33.0
john stevenson,73.0
john stockwell,44.125
john stronach,25.0
john sturges,69.5
john suits,32.0
john sullivan,21.5
john swanbeck,56.0
john turturro,48.0
john w. walter,78.0
john walsh,58.0
john waters,64.0
john wells,63.5
john whitesell,30.2
john woo,61.5
johnnie to,69.88888888888889
johnny o'hara,68.0
jon amiel,51.75
jon avnet,39.0
jon erwin,32.0
jon favreau,66.16666666666667
jon fine,54.0
jon foy,60.0
jon garano,63.0
jon gunn,33.666666666666664
jon hart,59.0
jon hurwitz,49.0
jon knautz,46.0
jon m. chu,45.4
jon paley,75.0
jon poll,54.0
jon purdy,38.0
jon reiss,70.0
jon s. baird,56.0
jon schnepp,43.0
jon shear,73.0
jon shenk,75.0
jon stewart,67.0
jon turteltaub,47.3
jon watts,66.0
jon wright,54.5
jonah bekhor,67.0
jonah markowitz,66.0
jonas akerlund,41.0
