name,avgscore
cynthia mort,56.0
cyril gely ,72.0
cyril hume,60.0
cyril rambour ,40.0
cyril tuschi,73.0
cyrus nowrasteh,50.0
cyrus voris,55.333333333333336
d. kerry prior,57.0
d. loriston scott,43.0
d. ze'ev gilad,31.0
d.c. pierson,42.0
d.h. lawrence ,80.0
d.j. caruso,40.0
d.l. hughley,76.0
d.m.w. greer,29.0
d.v. devincentis,64.33333333333333
daan jippes,86.0
daan jippes ,71.0
dagmar benke,32.0
dagur kari,54.0
dahlia heyman,20.0
daisuke tengan,74.0
daisy von scherler mayer,55.0
dale launer,65.75
dale rosenbloom,62.0
dale wasserman ,80.0
dalene young,45.0
dallas richard hallam,37.0
dalton trumbo,78.0
dalton trumbo ,60.5
damian harris,49.5
damian lee,31.0
damian nieman,40.0
damian shannon,35.5
damian szifron,77.0
damien chazelle,67.0
damien dante wayans,40.0
damon beesley,49.5
damon gameau,56.0
damon lindelof,66.33333333333333
damon lindelof ,60.0
dan abnett ,76.0
dan aykroyd,54.2
dan baron,24.0
dan bates,15.0
dan beers,34.0
dan berendsen,47.0
dan brown ,47.0
dan bucatinsky,46.0
dan bush,63.0
dan cadan,26.0
dan callahan,15.0
dan carracino,69.0
dan chariton,42.0
dan cohen,78.0
dan curtis ,55.0
dan decarlo,47.0
dan eckman,42.0
dan edelstein ,78.0
dan fogelman,53.2
dan fogelman ,67.0
dan foos,71.0
dan futterman,84.5
dan gildark,41.0
dan gilroy,61.4
dan gordon,53.0
dan guntzelman,28.0
dan hageman,83.0
dan hageman ,47.0
dan harmon,68.0
dan harris,62.5
dan huang,66.0
dan ireland,67.0
dan klores,69.0
dan madigan,17.0
dan mazeau,37.0
dan mazer,64.33333333333333
dan mazer ,35.0
dan mcdermott,43.0
dan millman ,40.0
dan o'bannon,63.166666666666664
dan o'bannon ,53.125
dan pulick,45.0
dan rush,65.0
dan sallitt,76.0
dan scanlon ,65.0
dan schaffer,32.0
dan schneider,36.0
dan schoffer,1.0
dan sickles,75.0
dan sterling,52.0
dan stroncak,15.0
dan studney,51.0
dan sturman,70.0
dan verete,47.0
dan wetzel,52.0
dan wilson ,49.0
dana adam shapiro,47.0
dana brown,62.0
dana carvey,12.0
dana fox,30.333333333333332
dana lustig,34.0
dana nachman,63.0
dana olsen,45.25
dana stevens,40.5
danelle hand,65.0
dani levy,60.0
dani valent,68.0
danian tang,61.0
daniel a. miller,70.0
daniel adams,41.0
daniel algrant,57.0
daniel allen cox,48.0
daniel auteuil ,54.666666666666664
daniel barnz,46.0
daniel boulanger ,56.0
daniel burman,59.5
daniel burman ,66.0
daniel chuba,19.0
daniel clay ,53.0
daniel clowes,71.0
daniel clowes ,71.0
daniel coyle ,48.0
daniel d. davis,46.0
daniel domscheit-berg ,49.0
daniel e. taylor,71.0
daniel espinosa ,75.0
daniel f. galouye ,36.0
daniel farrands,19.5
daniel fuchs,69.0
daniel g. karslake,73.0
daniel g. sullivan,67.0
daniel geller,67.0
daniel gerson ,66.25
daniel giat,22.0
daniel goldberg,59.666666666666664
daniel goldin,65.0
daniel gordon,71.0
daniel handler,52.0
daniel hardy,56.0
daniel hsia,45.0
daniel j. healy,62.0
daniel junge,72.0
daniel kunka,38.0
daniel lee,45.5
daniel lee ,50.0
daniel lusko,11.0
daniel macivor,71.0
daniel macivor ,71.0
daniel mainwaring,42.0
daniel minahan,65.0
daniel moore ,76.0
daniel myrick,40.666666666666664
daniel nettheim ,63.0
daniel patrick carbone,69.0
daniel peddle,52.0
daniel petrie jr.,52.666666666666664
daniel petrie jr. ,16.0
daniel presley ,57.0
daniel pyne,58.4
daniel pyne ,52.0
daniel quinn ,43.0
daniel reitz,73.0
daniel reitz ,73.0
daniel ribeiro ,71.0
daniel sadek,24.0
daniel schechter,62.0
daniel schechter ,60.0
daniel shere,52.0
daniel stamm ,44.0
daniel taplitz,45.0
daniel taplitz ,21.0
daniel villalobos,73.0
daniel wallace ,58.0
daniel waters,38.714285714285715
daniel woo,37.0
daniel woodrell ,79.5
daniel yost,82.0
daniel zelman,34.5
daniela ceselli,85.0
daniela ceselli ,69.0
daniela fejerman,51.0
daniela thomas,73.0
daniela thomas ,66.0
daniele mazet-delpeuch,61.0
daniele thompson,58.666666666666664
daniele thompson ,64.0
danielle alexandra,62.0
danilo bach,56.0
danilo bach ,16.0
danis tanovic,84.0
danny bilson,61.0
danny boyle,82.0
danny hoch,45.0
danny jacobs,46.5
danny jacobson,31.0
danny mcbride,42.5
danny pang,42.75
danny rubin,72.0
danny strong,65.0
danny wallace ,46.0
dante ,1.0
dante lam,41.5
dany laferriere ,73.0
daphne du maurier ,87.0
darci picoult,77.0
darcy frey ,47.0
darcy meyers,22.0
daria nicolodi,79.0
darin scott,37.0
dario argento,49.2
dario argento ,70.5
dario poloni,71.0
darius marder,68.0
darko lungulov,57.0
darnell martin,65.0
darrell rooney,86.0
darren aronofsky,62.8
darren aronofsky ,72.0
darren dean,57.0
darren doane,18.0
darren grodsky,46.5
darren lemke,55.666666666666664
darren lund,63.0
darren lynn bousman,33.0
darren shan ,43.0
darren smith,32.0
darren smith ,32.0
darren star ,40.0
darren stein,22.0
darrin prescott ,66.0
darryl french,15.0
darryl ponicsan,57.0
darryl ponicsan ,63.5
darryl quarles,30.25
darryl roberts,40.0
daryl wein,49.0
dashiell hammett ,96.0
dave barry ,47.0
dave bejoya,40.0
dave boyle,57.0
dave callaham,45.4
dave carnie ,56.0
dave chappelle,50.0
dave eggers,61.333333333333336
dave england ,54.666666666666664
dave gibbons ,58.0
dave humphries,79.0
dave jeser,20.0
dave jeser ,20.0
dave johannson,72.0
dave krinsky,64.0
dave lamattina,71.0
dave mckean,55.0
dave mclaughlin,44.0
dave ohlson,63.0
dave parker,15.0
dave polsky,29.0
dave reeves,31.0
dave stevens ,61.0
dave thomas,22.0
dave warner,50.0
dave willis,54.0
david a. newman,50.666666666666664
david a.r. white,20.0
david aaron cohen,61.5
david agosto,51.0
david andalman,30.0
david andrew goldstein,49.0
david arata,63.666666666666664
david arnott,34.0
david atkins,45.0
david attenborough,71.0
david auburn,58.0
david auburn ,64.0
david ayer,57.875
david baddiel,57.0
david bakalar,53.0
david baldacci ,52.0
david barker,72.0
david battle ,31.0
david benioff,53.833333333333336
david benioff ,67.0
david benullo,54.5
david berenbaum,46.5
david berenbaum ,25.0
david birke ,44.0
david bloom,43.0
david boehm ,50.0
david bourla,36.0
david bowers,53.0
david brendel,57.0
david brin ,29.0
david brind,54.0
david bromberg,50.0
david bruckner,59.0
david c. thomas,75.0
david c. wilson,19.0
david c. wilson ,56.0
david caffrey,46.0
david carter ,74.0
david caspe,31.0
david chase,65.0
david chaskin,41.0
david chirchirillo,63.0
david coggeshall,26.0
david cohen,26.0
david collard,50.0
david collard ,47.0
david congalton,16.0
david constantine ,94.0
david cronenberg,65.625
david cross,45.0
david d'arcy,70.0
david dalessandro,58.0
david darlow ,82.0
david darmstaeder,46.0
david dashev,27.0
david dastmalchian,71.0
david dean bottrell,48.0
david dean bottrell ,48.0
david deschamps,42.0
david diamond,31.5
david digilio,64.0
david dobkin,49.5
david dobkin ,25.0
david dorfman,52.0
david duchovny,33.0
david duncan ,42.0
david e. kelley,41.5
david e. peckinpah,30.0
david e. talbert,41.0
david e. talbert ,34.0
david elliot,34.333333333333336
david engelbach,25.5
david eyre,64.0
david eyre ,64.0
david f. shamoon,74.0
david farr,65.0
david feeney,31.0
david field,28.0
david flebotte,24.0
david foenkinos ,53.0
david foster wallace ,44.0
david fourier ,44.0
david franca mendes,32.0
david france,86.0
david franzoni,57.0
david freedman ,72.0
david friedkin,35.0
david gallart,45.0
david garrett,21.5
david gebroe,63.0
david gerrold ,48.0
david giammarco,47.0
david gilbert,68.5
david gilbreth ,49.0
david giler,53.25
david giler ,86.0
david giles,48.0
david gordon green,71.2
david greenwalt,33.0
david greig,47.0
david griffiths,36.5
david guggenheim,47.5
david guion,51.5
david gulpilil,75.0
david guterson ,44.0
david h. pickering ,56.0
david h. steinberg,27.5
david hare,69.0
david hayter,50.5
david heilbroner,74.0
david henry hwang,47.5
david henry hwang ,43.0
david hernandez miranda ,55.0
david himmelstein,39.0
david hodgin,47.0
david hoselton,57.5
david howard,70.0
david hubbard,29.0
david i. stern,38.0
david ignatius ,57.0
david isaacs,55.0
david ives,69.0
david ives ,69.0
david j. schow,43.666666666666664
david j. steinberg,50.0
david j. stieve,66.0
david jacobson,64.0
david javerbaum ,35.0
david jung,34.0
david kajganich,45.0
david kajganich ,50.0
david kane,68.0
david kendall,24.0
david kidd,27.0
david kittredge,31.0
david klass,46.0
david koepp,61.22222222222222
david kossack,68.0
david l. cook,37.0
david l. cook ,37.0
david l. watts,40.0
david lawrence,75.0
david leaf,64.0
david leavitt ,46.0
david lee fisher,62.0
david leigh ,49.0
david leotard,57.0
david leslie johnson-mcgoldrick,36.0
david levien,50.42857142857143
david levithan ,64.0
david lindsay-abaire,57.6
david lindsay-abaire ,76.0
david linter,49.0
david lloyd ,62.0
david loucka,40.0
david loughery,36.0
david lowery,62.5
david lynch,61.25
david lynch ,28.0
david m. rosenthal,52.0
david mackenzie,64.5
david madsen,54.0
david magee,69.66666666666667
david mamet,68.83333333333333
david mamet ,66.0
david mandel,40.666666666666664
david maquiling,67.0
david marconi,68.0
david mckenna,44.0
david mcmahon,79.0
david michener,74.0
david michod,64.0
david michod ,64.0
david mickey evans,25.0
david mirkin,80.0
david mitchell ,55.0
david moreau,60.0
david morrell,36.0
david morrell ,51.333333333333336
david moses pimentel ,50.0
david munoz,78.0
david n. titcher,49.0
david n. weiss,41.57142857142857
david n. weiss ,52.5
david n. white,49.0
david neal,60.0
david newman,83.5
david newman ,64.5
david nicholls,54.5
david nicholls ,62.666666666666664
david o. russell,75.83333333333333
david odell,54.0
david oelhoffen,74.0
david ondaatje,17.0
david osit,61.0
david p. smith,61.5
david p.i. james,41.0
david pastor,33.5
david paterson,74.0
david peace ,81.0
david pliler,37.0
david posamentier,40.0
david pruiksma ,58.0
david rabe,58.0
david rayfiel,59.0
david regal ,38.0
david ren,40.0
david reuben ,66.0
david reynolds,53.5
david reynolds ,64.2
david riker,67.5
david robert mitchell,75.0
david robinson ,47.0
david ronn,32.0
david ronn ,30.0
david rose ,71.0
david rosier,83.0
david rutsala ,58.0
david s. goyer,53.583333333333336
david s. smith,86.0
david s. ward,65.25
david saperstein,65.0
david scarpa,41.5
david scearce ,77.0
david schechter,57.5
david schisgall,60.0
david schmidt,43.0
david schneider,19.0
david schneiderman,46.0
david scinto,63.0
david scinto ,60.0
david scott,52.0
david sedaris ,60.0
david seidler,63.666666666666664
david self,60.666666666666664
david seltzer,48.2
david serrano,47.0
david shaber,59.5
david shapiro,63.0
david sheffield,43.666666666666664
david siegel,78.0
david silverman,69.0
david silverman ,58.0
david simkins,45.0
david skelly ,37.0
david soren,53.0
david spade,28.0
david stone ,91.0
david swift,64.0
david swift ,73.0
david trueba,62.5
david twohy,54.9
david urrutia,76.0
david veloz,60.0
david verdaguer,75.0
david vernon,38.0
david von ancken,62.0
david w. ross,23.0
david w. warfield,61.0
david wagner,29.666666666666668
david wain,53.2
david weathers ,66.0
david weaver,37.0
david webb peoples,82.66666666666667
david wechter,61.0
david weisberg,49.0
david weissman,31.5
david white,38.0
david williamson,61.666666666666664
david wnendt,77.0
david wong ,53.0
david z. weinstein,53.0
david zelag goodman ,49.0
david zellner,68.0
david zelon,41.0
david zieff,68.0
david zucker,46.75
david zucker ,70.5
davie fairbanks,52.0
davis coombe,74.5
davis grubb ,99.0
davis guggenheim,66.5
davy liu ,50.0
davy rothbart,72.0
davy sihali ,28.0
dawn porter,87.0
dax shepard,36.0
dayna goldfine,67.0
dean craig,47.0
dean deblois,74.33333333333333
dean deblois ,71.0
dean devlin,38.4
dean georgaris,54.0
dean jennings ,80.0
dean lorey,17.0
dean pitchford,50.0
dean r. koontz,26.0
dean r. koontz ,35.5
dean riesner,84.0
deanna oliver,49.0
debbie isitt ,57.0
debi marshall ,66.0
deborah chow,49.0
deborah curtis ,78.0
deborah dean davis,45.0
deborah dietsch ,67.0
deborah ford ,82.0
deborah kampmeier,31.0
deborah kaplan,35.833333333333336
deborah koons,63.0
deborah moggach,82.0
deborah moggach ,62.0
deborah schwartz,53.0
deborah schwartz ,53.0
debra granik,81.66666666666667
debra hill,42.111111111111114
debra jeter,71.0
declan hughes,49.0
declan may ,61.333333333333336
dee rees,79.0
deepa mehta,60.6
dein perry,45.0
del connell,85.0
del shores,47.0
del shores ,47.0
delia ephron,40.333333333333336
delia ephron ,33.0
delphine coulin,61.0
delphine coulin ,53.0
delphine de vigan,67.0
delphine gleize,71.0
demian lichtenstein,21.0
denis carot,47.0
denis cote,73.5
denis dercourt ,67.0
denis diderot ,51.0
denis freeman,25.0
denis henry hennelly,36.0
denis johnson ,76.0
denis osokin,76.0
denis rich ,71.0
denis villeneuve,66.0
denis villeneuve ,80.0
denise declue ,62.0
denise ping lee,65.0
denise young ,68.0
deniz gamze erguven,83.0
dennie gordon,33.0
dennis blair,48.0
dennis cooper ,40.0
dennis drake,49.5
dennis feldman,31.0
dennis foon,65.0
dennis gansel,65.0
dennis hackin,44.0
dennis haggerty,41.0
dennis heaton,70.0
dennis heaton ,70.0
dennis hopper,86.0
dennis lee,41.666666666666664
dennis lee ,41.0
dennis lehane,69.0
dennis lehane ,72.0
dennis mcnicholas,27.0
dennis potter,45.0
dennis potter ,45.0
dennis shryack,62.5
dennis snee,68.0
dennis widmyer,49.0
dennis yares,31.0
denny martin flinn,65.0
denys arcand,47.666666666666664
dereck joubert,69.0
derek cianfrance,74.5
derek connolly,72.0
derek connolly ,59.0
derek dressler,40.0
derek drymon,66.0
derek freda ,56.0
derek guiley,46.0
derek haas,49.6
derek harvie,13.0
derek jarman,55.0
derek kolstad,68.0
derek lee,56.0
derek vaughn,33.0
deric washburn,81.0
derick martini,47.5
derrick borte,55.0
des doyle,68.0
desiree akhavan,73.0
desmond nakano,66.0
desmond sim,66.0
destin daniel cretton,67.5
devery freeman ,49.0
devon greggory,34.0
dewitt bodeen,62.0
dhani lipsius,43.0
diablo cody,57.6
diana hawkins,47.0
diana ossana,87.0
diana wynne jones ,80.0
diana young ,67.0
diane doniol-valcroze,32.0
diane drake,47.0
diane english,27.0
diane fingleton ,58.0
diane flacks ,39.0
diane johnson,63.0
diane kurys,59.0
diane lake,61.0
diane ruggiero,62.0
diane thomas,63.0
diane tucker ,75.0
dianne houston,55.0
dick beebe,21.5
dick chudnow,25.0
dick clement,51.6
dick clement ,74.0
dick king-smith,68.0
dick king-smith ,83.0
dick rickard ,95.0
dick sebast,74.0
dick wolf,65.0
dicky dahl,72.0
didier decoin,40.0
didier kaminka ,63.0
didier le pecheur,49.0
didier van cauwelaert ,56.0
diego garzon ,62.5
diego lerman,63.0
diego quemada-diez,74.0
diego romero,70.0
diego romero ,65.0
dietrich bruggemann,68.0
digby wolfe,19.0
dimitri toscas ,40.0
dimitri verhulst ,54.0
dimitrije vojnov,43.0
dimitry elyashkevich ,54.666666666666664
dinesh d'souza,21.5
dinesh d'souza ,28.0
ding ding,55.0
dino risi ,59.0
dirk blackman,42.0
dirk wittenborn,53.5
dirk wittenborn ,54.0
dito montiel,54.666666666666664
dito montiel ,67.0
dj pooh,31.8
djina ginzburg,65.0
djo munga,65.0
djordje milicevic,57.0
dmitry vasyukov,74.0
dodie smith ,49.0
dolores hitchens ,88.0
dolph lundgren,39.0
dominic dierkes,42.0
dominic harari,59.0
dominik graf,66.0
dominik moll,65.0
dominik moll ,75.0
dominika daubenbuchel,75.0
dominique benicheti,81.0
dominique deruddere,60.0
dominique sampiero,78.0
domonic paris,36.0
don bluth,50.0
don bluth ,76.0
don boyd,45.0
don calame,36.0
don carlos dunaway,57.0
don coscarelli,47.25
don coscarelli ,53.0
don d. scott,62.5
don dagradi,88.0
don delillo,56.0
don delillo ,58.0
don dougherty,76.5
don dougherty ,62.75
don ferrarone,49.0
don hahn,58.0
don hall,79.0
don hall ,63.25
don handfield,56.0
don heck,79.0
don heck ,59.5
don jakoby,46.6
don lake,54.0
don macpherson,25.5
don mancini,46.0
don mcenery ,75.5
don mcguire,87.0
don mckellar,55.666666666666664
don michael paul,20.5
don payne,53.5
don payne ,54.0
don piper ,28.0
don rhymer,35.5
don rhymer ,64.0
don roos,59.333333333333336
don shank,65.0
don simpson,35.0
don stanford ,43.0
don tait ,43.0
don tracy ,69.0
don winslow,59.0
don winslow ,59.0
donal lardner ward,27.0
donal mosher,66.0
donald a. wollheim ,55.0
donald e. stewart,68.5
donald e. westlake,59.5
donald e. westlake ,39.5
donald glover,42.0
donald goines ,38.0
donald h. hewitt ,86.0
donald miller,48.0
donald rice,49.0
donald woods ,59.0
dong-hoon choi,70.5
donn pearce,91.0
donn pearce ,91.0
donna mcloughlin ,66.0
donna powers,46.666666666666664
donnie eichar,50.0
donnie long ,50.0
donnie wahlberg,71.0
dony west ,37.0
dore strauch ,67.0
doreen baingana,59.0
dori berinstein,67.0
doriana leondeff,66.0
doris dorrie,65.0
doris kearns goodwin ,86.0
doris lessing ,45.0
doris pilkington ,80.0
doron wisotzky,39.0
dorothy allison ,75.0
dorothy ann blank ,95.0
dorothy fields ,77.0
dorothy m. johnson ,94.0
dorothy porter ,49.0
dorothy tristan,43.0
dorothy tristan ,43.0
dorthe warnø høgh,68.0
doug atchison,72.0
doug block,77.0
doug bollinger,9.0
doug bost ,54.0
doug buchanan,35.0
doug chamberlin ,88.0
doug compton ,60.0
doug ellin,38.0
doug ellin ,38.0
doug frankel ,70.0
doug jung,59.0
doug klozzner,24.0
doug langdale ,47.5
doug lussenhop ,40.0
doug magnuson,58.0
doug miro,48.0
doug pray,72.0
doug richardson,46.25
doug simon,52.0
doug taylor,40.5
doug wright,70.0
doug wright ,70.0
dougie brimson,55.0
douglas aarniokoski,29.0
douglas adams,63.0
douglas adams ,63.0
douglas blush ,75.0
douglas brinkley ,70.0
douglas buck,24.0
douglas cook,49.0
douglas coupland,57.0
douglas day stewart,75.0
douglas day stewart ,31.0
douglas j. eboch,45.0
douglas kennedy ,64.0
douglas kenney,44.666666666666664
douglas light,39.5
douglas light ,38.0
douglas mcgrath,55.75
douglas miller,64.0
douglas morrow,35.0
douglas preston ,55.0
douglas schwartz,53.0
douglas schwartz ,53.0
douglas smith ,64.0
douglas soesbe,52.0
douglas stone,35.0
douglas tirola,44.0
douglas wick,66.0
dove sussman,27.0
dover koshashvili,82.0
dr. god,50.0
dr. seuss ,45.333333333333336
drake doremus,64.0
drake sather,61.0
drake sather ,61.0
drauzio varella ,71.0
drew dowdle,38.0
drew dowdle ,53.0
drew fellman,66.0
drew gitlin,33.0
drew goddard,66.33333333333333
drew pearce,75.0
drew pearce ,62.0
dror soref,48.0
du lu wang ,93.0
duane adler,46.285714285714285
dudley moore ,49.0
dulal dey,50.0
duncan brantley,56.0
duncan jones,67.0
duncan kennedy,54.0
duncan marjoribanks,58.0
duncan north,70.0
duncan north ,70.0
duncan rouleau,74.0
duncan roy,64.0
duncan tucker,66.0
dunja gry jensen,74.0
durk pearson,46.0
dustin lance black,58.666666666666664
dustin lee abraham,29.0
dwight moody,53.0
dwight yoakam,22.0
dyan sheldon ,33.0
dylan haggerty,71.0
dylan kidd,65.0
dylan mohan gray,68.0
dylan morgan,18.0
dylan schaffer,28.0
dylan sellers,32.0
dylan thomas ,34.0
e. jack kaplan,49.0
e. max frye,61.5
e. randol schoenberg ,51.0
e.b. white ,55.5
e.c. segar ,64.0
e.d. baker ,73.0
e.l. doctorow ,44.0
e.l. james ,46.0
e.m. forster ,81.5
eakasit thairaat ,44.0
earl barret,44.0
earl e. smith,49.5
earl hamner jr. ,68.0
earl hurd ,95.0
earl mac rauch,66.0
earl richey jones,46.0
earl w. wallace ,76.0
ebbe roe smith,56.0
eberhard gorner,67.0
ebru ceylan,81.0
ed boon ,34.5
ed decter,45.0
ed driscoll ,47.0
ed feilbert ,57.0
ed gass-donnelly,50.5
ed gombert,72.75
ed harris,64.0
ed horowitz,39.0
ed naha,44.0
ed radtke,61.0
ed solomon,51.285714285714285
ed solomon ,71.0
ed stone,62.0
ed whitmore,62.0
ed yeager,25.0
eddie borey,33.0
eddie campbell ,54.0
eddie griffin,23.0
eddie griffin ,51.0
eddie guzelian,53.0
eddie mullins,72.0
eddie murphy,33.285714285714285
eddie murphy ,54.0
eddie schmidt,75.0
eddy terstall,59.0
edgar allan poe,63.0
edgar allan poe ,56.5
edgar allan woolf,100.0
edgar dutka,64.0
edgar reitz,70.0
edgar rice burroughs ,65.0
edgar wallace ,85.5
edgar wright,76.8
edgar wright ,66.0
edith wharton ,80.5
edmon roch,67.0
edmond rostand ,73.0
edmond wong,63.0
edmonde charles-roux ,65.0
edmund entin,57.0
edmund h. north,40.0
edmund h. north ,91.0
edna anhalt ,55.0
edna luise biesold,34.0
edouard molinaro ,72.0
eduardo coutinho,52.0
eduardo sacheri,80.0
eduardo sacheri ,80.0
eduardo sanchez,42.0
edui tijerina,44.0
edward anderson,57.0
edward anhalt,68.0
edward anhalt ,55.0
edward bryant ,40.0
edward bunker,65.0
edward bunker ,65.0
edward burns,53.0
edward d. wood jr.,14.0
edward emanuel,36.0
edward kitsis,49.0
edward klosinski ,88.0
edward neumeier,50.4
edward riche,60.0
edward riche ,60.0
edward ricourt,50.0
edward rugoff,21.0
edward tang,54.666666666666664
edward yang,93.0
edward zebrowski ,86.5
edward zwick,55.333333333333336
edwidge dantical,59.0
edwin blum,48.0
edwin de vries,51.0
edwin justus mayer,61.0
efthymis filippou,71.0
egan reich,54.0
ehren kruger,44.333333333333336
ehren mcghehey ,54.666666666666664
ehud yonay ,50.0
eike frederik schulz,77.0
eiko kadono ,83.0
eileen chang,61.0
eilis kirwan,59.0
ekachai uekrongtham,66.0
ela thier,54.0
elaine constantine,64.0
elaine may,59.6
elaine pope,49.0
elan mastai,35.0
eleanor bergstein,65.0
elena driskill ,59.0
elena soarez,54.2
elena stancanelli ,44.0
eleonore adlon,71.0
eleonore faucher,63.0
elfriede jelinek ,79.0
eli b. despres,83.0
eli batalion ,39.0
eli bijaoui,64.0
eli craig,65.0
eli roth,57.0
eli roth ,39.0
elia kazan ,51.0
elia suleiman,74.0
elie chouraqui,49.0
elie wajeman,72.0
eliette abecassis,70.0
elif ayan,71.0
elika portnoy,20.0
elinor lipman ,56.0
elio petri ,89.0
eliot asinof ,71.0
eliot laurence,69.0
eliot ness ,79.0
eliot wald,41.5
elisa bell,29.666666666666668
elisabeth bentley,76.0
elisabeth burghardt,62.0
elisabeth burghardt ,62.0
elisabeth holm,76.0
elisabeth perceval,68.0
elisabeth sanxay holding ,78.0
elise pearlstein,80.0
eliseo altunaga,69.5
eliseo altunaga ,72.0
elissa down,68.0
elissa matsueda,50.0
eliza hittman,76.0
elizabeth bowen ,69.0
elizabeth chandler,57.0
elizabeth cuthrell,76.0
elizabeth gilbert ,50.0
elizabeth hess ,83.0
elizabeth hunter,54.0
elizabeth massie,61.0
elizabeth mcneill ,50.0
elizabeth meriwether,50.0
elizabeth sarnoff,33.0
elizabeth shapiro,18.0
elizabeth taylor ,67.0
elizabeth young ,32.0
ella lemhagen,65.0
ellen benjamin wong,44.0
ellen green,17.0
ellen moore ,62.0
ellen spiro,60.0
elliot feld,21.0
elliot greenebaum,57.0
elliot tiber ,55.0
elliott lewitt,67.0
ellis freeman,62.0
ellory elkayem,53.0
elmer plummer,85.0
elmore leonard,53.5
elmore leonard ,65.75
eloisa solaas ,63.0
elsa tang,79.0
elvira dones ,70.0
emanuel hoss-desmarais,63.0
emanuele crialese,65.33333333333333
emi mochizuki,36.0
emil stern,45.5
emile gaudreault,41.0
emile gaudreault ,48.0
emile zola ,60.0
emilie freche,59.0
emilie saada ,58.0
emilio estevez,54.0
emilio estevez ,64.0
emily abt,62.0
emily bronte ,70.0
emily cook,53.0
emily cook ,96.0
emily fox,33.0
emily giffin ,36.0
emily meyer,45.0
emily wachtel,65.0
emjay rechsteiner,52.0
emma mclaughlin ,46.0
emma sheanshang,57.0
emma thompson,62.25
emmanuel benbihy ,57.5
emmanuel bourdieu,61.0
emmanuel bourdieu ,84.0
emmanuel carrere,71.0
emmanuel carrere ,71.0
emmanuel courcol ,61.0
emmanuel dongala ,45.0
emmanuel mouret,70.0
emmanuele bernheim,69.5
emmanuele bernheim ,72.33333333333333
emmanuelle bercot,62.5
emmanuelle bercot ,71.0
emmanuelle bernheim ,56.0
emmanuelle collomp ,37.0
enda walsh,82.0
enid zentelis,44.0
ennio flaiano,84.0
enrico deaglio ,56.0
enrico medioli ,92.0
enrico sannia,90.0
enrique cerezo,25.0
enrique lopez lavigne,78.0
enrique urbizu,44.0
enzo ungari ,76.0
eran creevy,49.0
eran kolirin,80.0
eran riklis,72.0
ercan kesal,77.5
erez mossek,34.0
eric abrams,37.0
eric alter,1.0
eric aronson,30.5
eric bergren,48.0
eric bernt,35.0
eric besnard ,26.0
eric blair,68.0
eric blair ,68.0
eric blakeney,42.0
eric bogosian,62.0
eric bogosian ,62.0
eric bress,32.666666666666664
eric bricker,67.0
eric bromberg,49.0
eric byler,72.0
eric champnella,57.0
eric cleworth,65.0
eric darnell,59.333333333333336
eric delabarre,35.0
eric driscoll,44.0
eric eason,67.5
eric ehrenhaus ,59.0
eric england,48.0
eric forsberg,67.0
eric garcia,32.0
eric garcia ,46.5
eric goldberg,59.0
eric gruendemann ,19.0
eric guggenheim,68.0
eric heisserer,47.25
eric hendershot,45.0
eric holder ,82.0
eric hughes,44.0
eric idle,93.0
eric j. adams,28.0
eric johnson,79.0
eric khoo,67.0
eric knight ,84.0
eric kripke,32.0
eric lartigau ,71.0
eric lerner,36.0
eric lomax ,59.0
eric martin,74.0
eric mendelsohn,74.0
eric newman,33.0
eric nicholas,65.0
eric orner ,38.0
eric radzan,9.0
eric raynaud,74.0
eric red,30.0
eric rohmer,83.0
eric rohmer ,60.5
eric roth,64.33333333333333
eric schaeffer,24.5
eric schlosser,64.0
eric schlosser ,64.0
eric schwab,16.0
eric small,48.0
eric stolze,51.0
eric toledano,57.0
eric toledano ,53.0
eric tuchman ,59.0
eric valli,73.0
eric veniard ,45.0
eric wald,27.0
eric walter,48.0
eric wareheim,40.0
eric warren singer,71.0
eric watson,72.0
eric weiss,56.0
eric werthman,37.0
eric williams,45.0
eric-emmanuel schmitt ,69.0
erica beeney,33.0
erica lee,55.0
erica rivinoja,59.0
erich hoeber,49.333333333333336
erich kastner ,68.5
erich segal,84.0
erick kastel,42.0
erick zonca,62.0
erik bergquist,58.0
erik crary,56.0
erik fleming,21.0
erik gandini,60.0
erik hemmendorff,77.5
erik jendresen,33.0
erik linthorst,31.0
erik m. conway ,70.0
erik matti,70.0
erik nelson,64.0
erik parker,72.0
erik sharkey,59.0
erik skjoldbjærg,68.0
erik stolhanske,44.75
erik van looy,73.0
erik white,50.0
erin barnett,62.0
erin cressida wilson,53.666666666666664
erin cressida wilson ,63.0
erin dignam,62.0
erin gruwell ,64.0
erlend loe ,33.0
erling jepsen ,74.0
ernest 'tron' anderson,9.0
ernest cline,45.0
ernest hemingway ,28.0
ernest lehman,86.75
ernest lehman ,76.0
ernest r. dickerson,60.0
ernest r. may ,67.0
ernest shepard ,74.0
ernest terrazas,85.0
ernest tidyman,69.0
ernest tidyman ,73.0
ernestine gilbreth carey ,40.0
ernesto 'che' guevara ,69.5
ernesto diaz espinoza,43.0
ernesto foronda,67.0
errol morris,74.0
erwin wickert ,57.0
eski thomas,51.0
eskil vogt,82.0
esteban student,73.0
esther schmidt ,50.0
esther stermer ,58.0
etan cohen,58.0
etgar keret,68.0
etgar keret ,65.0
ethan canin ,49.0
ethan coen,69.94444444444444
ethan coen ,66.0
ethan hawke,76.33333333333333
