name,avgscore
christine taylor,57.4
christine tomlinson,51.0
christine tremarco,47.0
christo jivkov,47.0
christoff colas,62.0
christoph letkowski,77.0
christoph waltz,62.5
christophe bon,63.0
christophe minie,45.0
christophe paou,82.0
christopher abbott,66.0
christopher allport,31.0
christopher atkins,31.0
christopher baker,82.0
christopher beiring,82.0
christopher bello,41.0
christopher borgzinner,47.0
christopher campbell,49.0
christopher carley,72.0
christopher coakley,28.0
christopher collet,58.0
christopher daniel barnes,88.0
christopher darga,57.0
christopher denham,62.333333333333336
christopher eccleston,53.875
christopher evan welch,70.0
christopher fitzgerald,69.0
christopher friedlich,70.0
christopher fulford,48.0
christopher gora,73.0
christopher gorham,38.0
christopher guest,74.0
christopher hitchens,72.0
christopher houston,52.0
christopher jordan wallace,65.0
christopher kadish,58.0
christopher kirby,62.0
christopher knights,53.0
christopher kovaleski,43.0
christopher lambert,46.0
christopher lee,61.333333333333336
christopher lloyd,49.1578947368421
christopher m. clark,28.0
christopher martin,76.0
christopher mcdonald,31.285714285714285
christopher meloni,51.5
christopher mintz-plasse,55.666666666666664
christopher morris,29.0
christopher nicholas smith,68.5
christopher plummer,60.84
christopher reeve,56.0
christopher reid,76.0
christopher schmidt,31.0
christopher shand,52.0
christopher shyer,48.0
christopher simpson,61.0
christopher sommers,69.0
christopher stone,62.5
christopher walken,52.791666666666664
christopher winfield,72.0
christopher wyllie,36.0
christopher zach,32.0
christopher-robin street,74.0
christos stergioglou,73.0
christy lighthouse,71.0
christy scott cashman,38.0
chuck close,55.0
chuck connors,57.0
chuck cooper,32.0
chuck klosterman,72.0
chuck mccollum,29.0
chuck norris,64.0
chuck pfeiffer,56.0
chuck scarborough,15.0
chuck shamata,48.5
chude pamela allen,80.0
chulpan khamatova,63.0
chun sun,37.0
chun wu,50.0
chun-hao tuan,73.0
chun-luk chan,51.0
chun-man ko,53.0
chung-erh lung,57.0
chus lampreave,53.0
chyler leigh,35.0
ciaran hinds,55.7
ciaran mcmenamin,66.0
ciaran owens,54.5
cicely tyson,54.5
cierra ramirez,45.0
cillian murphy,54.375
cindy baer,58.0
cindy bitney,85.0
cindy breitbach,65.0
cindy cheung,67.0
cindy cohn,72.0
cindy crawford,29.5
cindy manion,42.0
cindy margolis,56.0
cindy morgan,58.0
cindy scrash,69.0
cindy sherman,64.0
cindy shui yu,84.0
cindymarie small,84.0
cinque lee,72.5
cj adams,54.5
claire bloom,64.5
claire bodson,79.0
claire cox,47.0
claire danes,51.416666666666664
claire forlani,47.3
claire geare,38.0
claire greaney,53.0
claire hackett,74.0
claire holt,48.0
claire jones,74.0
claire julien,66.0
claire keelan,75.0
claire keim,56.0
claire peyrade,65.0
claire skinner,88.0
claire sloma,67.0
claire van der boom,68.5
clancy brown,41.57142857142857
clara bellar,53.5
clara khoury,54.5
clara lago,46.0
clara voda,63.5
clare bowen,76.0
clare burt,71.0
clare clifford,63.0
clare crowhurst,80.0
clare higgins,57.0
clare mcnulty,70.0
clarence avant,76.0
clarence gilyard jr.,22.0
clarence muse,84.0
clarence williams iii,59.0
clark beasley jr.,28.0
clark brandon,17.0
clark duke,42.25
clark gable,87.0
clark gregg,64.66666666666667
claude akins,40.0
claude baz moussawbaa,60.0
claude brasseur,64.0
claude chamberlain,32.0
claude lanzmann,80.0
claude maki,47.0
claude mann,76.0
claude rains,90.0
claude sarraute,78.0
claudette colbert,87.0
claudia abreu,32.0
claudia bassols,47.0
claudia cantero,81.0
claudia cardinale,67.2
claudia celedon,82.0
claudia choi,62.0
claudia christian,52.0
claudia cogan,42.0
claudia coli,79.0
claudia gerini,57.5
claudia karvan,33.0
claudia lander-duke,40.0
claudia lapaco,78.0
claudia lee,41.0
claudia messner,66.0
claudia pandolfi,62.0
claudia ramirez,54.0
claudia schiffer,37.0
claudia vega,57.0
claudie blakley,62.0
claudine auger,64.0
claudio brook,70.0
claudio santamaria,65.0
claus hansen petz,86.0
claus nissen,79.0
clay von carlowitz,40.0
clayne crawford,40.5
clayton godson,43.0
cle bennett,63.0
clea duvall,46.57142857142857
cleavant derricks,67.0
cleavon little,73.0
clebert ford,54.0
clem burke,72.0
clemence meyer,70.0
clemence poesy,58.0
clemens schick,64.0
clement godefroy,41.0
clement harari,62.0
clement metayer,76.0
cleo delacruz,44.0
cleo king,31.0
cleopatra coleman,43.0
cleophas kabasita,69.0
clif prowse,56.0
cliff bleszinski,40.0
cliff curtis,52.5
cliff de young,71.0
cliff gorman,57.666666666666664
cliff robertson,48.8
cliff saunders,82.0
clifford banagale,54.0
clifton collins jr.,37.4
clifton james,71.0
clifton powell,43.4
clint eastwood,65.55172413793103
clint howard,42.5
clint jordan,65.5
clint jung,53.0
clinton leupp,52.0
clive alonzo,67.0
clive brunt,68.0
clive owen,54.25
clive oxenden,71.0
clive standen,44.0
clive toye,67.0
cloris leachman,50.75
clotilde courau,62.0
clotilde hesme,67.5
clotilde mollet,61.5
clovis cornillac,64.33333333333333
clu gulager,41.0
clyde bellecourt,62.0
clyde lewis,41.0
cobe williams,86.0
cobie smulders,55.75
coco,68.0
coco martin,76.0
cody hanford,31.0
cody mcmains,19.0
cody ray,78.0
cody saintgnue,44.0
cohen holloway,56.0
colby french,63.0
colby trane,66.0
colby trichell,70.0
cole hauser,42.42857142857143
cole konis,72.0
cole pensinger,54.0
cole sprouse,41.0
cole williams,42.0
coleman barks,38.0
colette emmanuelle,82.0
colin beavan,66.0
colin blakely,61.0
colin clemens,66.0
colin egglesfield,36.0
colin farrell,53.26086956521739
colin firth,53.526315789473685
colin ford,47.0
colin friels,61.5
colin gilder,66.0
colin hanks,48.875
colin morgan,61.5
colin o'donoghue,45.0
colin powell,81.0
colin prockter,57.0
colin quinn,75.0
colin salmon,42.5
colleen haskell,43.0
colleen rennison,37.0
collin chou,38.0
colm feore,37.666666666666664
colm meaney,53.666666666666664
colm o'leary,57.5
colton james,40.0
columbus short,45.5
common,40.333333333333336
compay segundo,81.0
conan o'brien,64.0
concha velasco,51.0
conchata ferrell,62.0
condola rashad,20.0
conner chapman,83.0
conner rayburn,41.0
connie britton,53.714285714285715
connie chung,52.0
connie francis,59.0
connie nielsen,48.416666666666664
connor corum,47.0
connor funk,38.0
connor kramme,64.0
connor paolo,66.0
connor price,19.0
conor donovan,65.0
conrad anker,67.0
conrad bain,66.0
conrad black,55.0
conrad o. johnson sr.,81.0
conrad vernon,53.0
constance brantley,65.0
constance jones,31.0
constance marie,67.0
constance rousseau,63.0
constance wu,77.0
consuelo gomez,73.0
cooper barnes,48.0
cora lee day,81.0
coralie revel,55.0
corbin allred,44.5
corbin bernsen,57.333333333333336
corbin bleu,31.0
corey allen,80.0
corey burton,56.0
corey eid,46.0
corey feldman,57.0
corey haim,50.0
corey hawkins,72.0
corey johnson,34.0
corey moosa,62.0
corey stoll,46.5
cori gonzalez-macuer,76.0
corinna harfouch,82.0
cornel west,72.0
cornelia foss,72.0
cornelio wall,79.0
cornell dupree,76.0
corrado balducci,16.0
cortney palm,44.0
cory booker,85.0
cory doctorow,72.0
cory fernandez,31.0
cory hardrict,37.0
cory hodges,62.0
cory knauf,42.0
cory mcabee,51.0
cory monteith,43.0
cory nichols,76.0
cory zacharia,66.0
cosimo fusco,80.0
cosimo rega,77.0
cosmina stratan,79.0
costanza theodoli braschi,87.0
costas mandylor,27.5
cote soler,55.0
count basie,55.0
courteney cox,34.6
courtney b. vance,47.0
courtney gains,36.0
courtney halverson,50.5
courtney love,60.5
courtney taylor burness,29.0
courtney taylor-taylor,76.0
courtney thorne-smith,75.0
coyote,63.0
craig aftanis,43.0
craig archibald,88.0
craig baldwin,81.0
craig berry,83.0
craig bierko,42.0
craig carlisle,43.0
craig chester,46.0
craig dougherty,82.0
craig duplessis,31.0
craig fairbrass,23.0
craig ferguson,67.83333333333333
craig gellis,53.0
craig green,81.0
craig kilborn,33.0
craig patton,23.0
craig roberts,55.0
craig robinson,46.166666666666664
craig s. harper,56.0
craig sheffer,52.75
craig t. nelson,62.833333333333336
craig van hook,68.0
craig walker,74.0
craig wasson,59.0
craigus r. johnson,74.0
crawford mcinally-kier,49.0
cree summer,69.0
creed bratton,72.0
cris lankenau,64.0
crispin glover,65.0
crista alfaiate,80.0
cristi puiu,63.0
cristian mercado,76.0
cristian solimeno,52.0
cristina flutur,79.0
cristina ionescu,85.0
cristina velasco lozano,60.0
crusoe kurddal,82.0
crystal allen,42.0
crystal chiu,67.0
crystal dawn parsons,57.0
crystal reed,26.0
csaba czene,83.0
csaba pindroch,72.0
csongor kassai,69.0
cuba gooding jr.,38.529411764705884
cullen douglas,69.0
cullen hoback,68.0
cung le,73.0
curd jurgens,55.0
curt bois,79.0
curtis armstrong,48.0
curtis cotton iii,82.0
curtis gates,98.0
cus d'amato,83.0
cylk cozart,49.0
cynda williams,87.0
cyndi lauper,57.0
cyndi mayo,56.0
cyndi williams,64.0
cynthia kaplan,63.0
cynthia nixon,46.333333333333336
cynthia rhodes,46.0
cynthia smith,35.0
cynthia stevenson,32.0
cynthia watros,40.333333333333336
cyril cusack,67.0
cyril lecomte,34.0
cyril raffaelli,67.0
cyril ritchard,89.0
cyril roy,69.0
cyrus abidi,75.0
d.b. sweeney,21.0
d.c. pierson,42.0
d.j. cotrona,25.0
d.j. mendel,52.0
d.l. hughley,63.0
d.r. anderson,56.0
da brat,14.0
da-wit lee,87.0
daamen j. krall,62.0
dabney coleman,71.5
dachi orvelashvili,67.0
dachung,72.0
dada ji,49.0
dado jehan,79.0
dae-han ji,74.0
daeg faerch,47.0
dafne fernandez,61.0
dagbeth tweh,45.0
dagmara dominczyk,44.5
daisuke nakazama,77.0
daisuke ryu,96.0
daisy bevan,66.0
daisy donovan,74.0
daisy victoria vandy,45.0
daizy blu,72.0
dakota blue richards,51.0
dakota fanning,50.75
dakota goyo,53.666666666666664
dakota johnson,36.666666666666664
dakota sage grant,47.0
dal-su oh,64.0
dale dickey,71.0
dale grand,56.0
dale midkiff,38.0
dalia beger,90.0
dalia hernandez,68.0
dallas blanchard,83.0
dallas roberts,69.66666666666667
dallas schoo,70.0
dalton trumbo,71.0
damaine radcliff,48.0
damian chapa,58.0
damian de montemas,73.0
damian hess,55.0
damian jewan lee,82.0
damian lewis,51.4
damian young,53.0
damien garvey,57.0
damien marzette,45.0
damien nguyen,64.0
damion cruzz,71.0
damir andrei,44.0
damon albarn,65.0
damon dash,39.0
damon gameau,63.5
damon hall,74.0
damon herriman,54.5
damon wayans,43.6
damon wayans jr.,40.666666666666664
dan ai,81.0
dan alvarez,70.0
dan ariely,60.0
dan ashley,75.0
dan aykroyd,53.421052631578945
dan bakkedahl,28.0
dan bar-on,69.0
dan barber,63.0
dan barbiero,70.0
dan beirne,59.0
dan birnbaum,83.0
dan bucatinsky,46.0
dan butler,71.0
dan byrd,52.333333333333336
dan castellaneta,62.333333333333336
dan chupong,43.0
dan cohen,67.0
dan crane,72.0
dan dimaggio,79.0
dan dorfman,59.0
dan fitzpatrick,43.0
dan fogler,40.166666666666664
dan frazer,61.0
dan futterman,73.5
dan gerrity,30.0
dan harmon,61.0
dan hedaya,54.333333333333336
dan hicks,69.0
dan kearney,85.0
dan lauria,48.0
dan leis,70.0
dan levy,48.0
dan mailley,43.0
dan mason,67.0
dan mccomas,39.0
dan monahan,38.0
dan montgomery jr.,38.5
dan moran,70.0
dan neil,63.0
dan o'bannon,66.0
dan o'herlihy,57.333333333333336
dan stevens,49.0
dan warner,59.0
dana andrews,92.0
dana ashbrook,28.0
dana barron,45.0
dana carvey,34.5
dana davis,25.0
dana delany,35.0
dana devestern,63.0
dana drigov,43.0
dana fuchs,56.0
dana gaiser,74.0
dana ghia,72.0
dana hill,47.0
dana ivey,42.0
dana ivgy,65.66666666666667
dana moore,85.0
dana rohrabacher,68.0
dana snyder,54.0
dana stubblefield,37.0
dana tapalaga,79.0
dana varon,84.0
dana walsh,63.0
dana wheeler-nicholson,68.0
danael mosher,66.0
danai gurira,78.0
dandan song,89.0
dandara de morais,78.0
dane a. davis,60.0
dane cook,40.5
dane dehaan,59.6
dane farwell,52.0
dani marco,32.0
dani santiago,77.0
dania abu-rmaileh,73.0
dania ramirez,52.5
danica jurcova,43.0
daniel abol pach,72.0
daniel amen,79.0
daniel arnaud,75.0
daniel auteuil,66.08333333333333
daniel b. gold,54.0
daniel baldwin,40.0
daniel batscher,45.0
daniel benzali,49.0
daniel berrigan,63.5
daniel bess,41.0
daniel bruhl,60.6
daniel c. dennett,32.0
daniel caltagirone,49.0
daniel ceccaldi,78.0
daniel chilson,45.0
daniel clowes,57.0
daniel craig,62.705882352941174
daniel cudmore,33.0
daniel dae kim,52.0
daniel day-lewis,77.4
daniel duval,65.5
daniel emilfork,73.0
daniel fanego,49.0
daniel fernandez,82.0
daniel franzese,27.0
daniel freire,65.0
daniel gillies,24.0
daniel gimenez cacho,68.16666666666667
daniel goldstein,94.0
daniel gylfason,68.0
daniel hansen,61.0
daniel hendler,68.0
daniel henney,59.5
daniel henshall,86.0
daniel hernandez rodriguez,79.0
daniel hillel,63.0
daniel hugh kelly,57.0
daniel huttlestone,69.0
daniel j. clancy,46.0
daniel johnston,77.0
daniel kash,49.0
daniel letterle,46.5
daniel liu,83.0
daniel london,55.333333333333336
daniel lutz,48.0
daniel magon,75.0
daniel matmor,8.0
daniel mays,69.0
daniel mcgowan,65.0
daniel miranda,74.0
daniel mogacs,18.0
daniel murphy,60.0
daniel okrent,70.0
daniel olbrychski,65.0
daniel radcliffe,71.33333333333333
daniel richter,82.0
daniel roebuck,50.25
daniel ross owens,45.0
daniel skelton,24.0
daniel steele,61.0
daniel stern,65.28571428571429
daniel studi,52.0
daniel sunjata,38.333333333333336
daniel tay,38.0
daniel travis,63.0
daniel wu,48.0
daniel york,43.0
daniela amavia,31.0
daniela bianchi,85.0
daniela farinacci,64.0
daniela kolarova,67.0
daniela kostova,55.0
daniela romo,24.0
daniela saioni,28.0
daniela valentine,72.0
daniele girard,88.0
daniele liotti,55.0
daniella alonso,13.0
daniella kertesz,63.0
daniella wircer,61.0
danielle baker,31.0
danielle bisutti,7.0
danielle campbell,50.0
danielle cormack,49.0
danielle dallacco,12.0
danielle darrieux,77.0
danielle douglas,61.0
danielle harris,40.0
danielle macdonald,46.0
danielle mason,62.0
danielle panabaker,40.0
danielle proulx,81.0
danielle sapia,46.0
danielle savre,47.0
danielle skraastad,82.0
danielle von zerneck,59.5
danila kozlovsky,31.0
danny a. abeckaser,51.0
danny aiello,48.333333333333336
danny bage,42.0
danny burstein,66.0
danny devito,55.51724137931034
danny dyer,51.5
danny elfman,82.0
danny glover,57.73684210526316
danny hoch,54.5
danny huston,53.63636363636363
danny jacobs,39.0
danny lloyd,63.0
danny mahoney,51.0
danny mann,83.0
danny masterson,66.5
danny mcbride,50.42857142857143
danny mccarthy,64.0
danny perea,74.0
danny pino,47.0
danny pintauro,57.0
danny sapani,61.0
danny scheinmann,40.0
danny studer,69.0
danny trejo,43.5
danny vinson,42.0
danny way,44.0
danso gordon,33.0
danuta stenka,81.0
danuta szaflarska,62.0
dany boon,57.5
daoming chen,81.0
daphne baiwir,73.0
daphne neville,22.0
daphne sheldrick,66.0
daphne zuniga,56.0
dara tomanovich,1.0
daragh donnelly,75.0
darby stephens,64.0
darcy fehr,83.0
daren kagasoff,38.0
daria strokous,70.0
darian leader,83.0
dariel arrechaga,68.0
darien willardson,44.0
dario d'ambrosi,57.0
dario grandinetti,81.5
dario yazbek bernal,43.0
darius chambers,71.0
darius rose,52.0
darius udrys,65.0
dariush asadzade,63.0
darlan cunha,63.0
darleen hollis,47.0
darlene bohorquez,61.0
darlene stuto,62.0
darnell williams,49.0
darnellia russell,74.0
darpan inani,63.0
darrell larson,56.0
darren campbell,65.0
darren criss,43.0
darren doane,18.0
darren e. burrows,78.0
darren keefe reiher,32.0
darren mcgavin,46.5
darrick doerner,80.0
darrin bragg,30.0
darrin dewitt henson,46.666666666666664
darryl cooksey,46.0
darryl stephens,56.0
dartanian sloan,32.0
darwin joston,89.0
darwin shaw,37.0
daryl frazetti,55.0
daryl hannah,52.0625
daryl isaacs,45.0
daryl sabara,61.8
dash mihok,46.0
data zakareishvili,72.0
datekiv kharibyan,68.0
dato bakhtadze,69.0
dave,40.0
dave barthmuss,70.0
dave bautista,76.0
dave berryman,74.0
dave blant,65.0
dave brockie,80.0
dave cauble,58.0
dave chappelle,38.25
dave donaldson,54.0
dave foley,49.5
dave franco,50.5
dave goelz,65.0
dave goldberg,74.0
dave irwin,69.0
dave kaplan,79.0
dave legeno,70.0
dave lennon,73.0
dave matthews,54.0
dave morris,81.0
dave navarro,64.0
dave sheridan,33.333333333333336
dave willis,54.0
daveigh chase,80.5
davenia mcfadden,67.0
david a.r. white,21.333333333333332
david aaron baker,70.0
david ackert,65.0
david alan grier,56.333333333333336
david alexander,64.5
david alford,58.0
david alston,70.0
david amram,72.0
david amron,69.0
david anders,57.0
david andrews,37.333333333333336
david andriole,40.0
david ansen,75.0
david arnott,32.0
david arquette,44.25
david aston,94.0
david attenborough,69.0
david backus,18.0
david bagby,82.0
david bahati,80.0
david bailey,69.0
david bailie,54.0
david balding,71.0
david balliano,74.0
david banner,66.0
david barr,86.0
david barrass,64.0
david bates,65.0
david batstone,43.0
david bedella,39.0
david belle,58.0
david bennent,30.0
david bierend,53.0
david birkin,56.0
david blume,56.0
david boeri,71.0
david boone,65.0
david booth,65.0
david boreanaz,45.0
david bornstein,56.0
david bowie,62.25
david bradley,53.5
david brierly,92.0
david brisbin,73.0
david burg,79.0
david bustard,59.0
david calder,52.0
david calderisi,63.0
david cale,65.0
david call,71.5
david carlo,73.0
david carr,68.0
david carradine,48.5
david carter,71.0
david caruso,64.5
david chandler,58.0
david chausse,69.0
david clennon,49.0
david clohessy,70.0
david coburn,35.0
david connolly,74.0
david conrad,54.0
david copperfield,30.0
david crone,85.0
david cronenberg,25.0
david crosby,54.0
david cross,42.0
david d'arcy,75.0
david dastmalchian,71.0
david de vries,56.0
david dencik,55.0
david denman,29.5
david desanctis,41.0
david dewaele,73.0
david dorfman,50.5
david douche,74.0
david duchovny,47.07692307692308
david e. allen,71.0
david edmonds,76.0
david eigenberg,52.0
david emge,71.0
david field,51.0
david forman,51.0
david forrester,54.0
david fox,62.0
david friedman,90.0
david gallagher,52.0
david gane,31.0
david garrett,38.0
david graf,32.666666666666664
david greenstein,64.0
david grisman,64.0
david gulpilil,74.6
david h. koch,52.0
david harbour,52.0
david harris,79.0
david hart,74.0
david hasselhoff,45.0
david hayman,61.5
david heap,66.0
david hemmings,64.33333333333333
david henrie,80.0
david herman,68.0
david hess,50.0
david hewlett,61.0
david huffman,44.0
david hyde pierce,45.714285714285715
david ingber,34.0
david irving,78.0
david jensen,35.0
david johansen,33.0
david kaiser,70.0
david kaplan,87.0
david kato,80.0
david kaye,70.0
david keith,49.25
david kelly,60.0
david koechner,35.75
david koppell,80.0
david kross,54.5
david krumholtz,48.0
david kuhn,80.0
david labiosa,35.0
david lee mcinnis,46.0
david loberg,32.0
david lodge,20.0
david lovering,63.0
david lovgren,46.0
david lynch,71.0
david m. ames,46.0
david m. wallace,63.0
david mahfood,78.0
david mamet,79.0
david mann,47.5
david margulies,50.0
david mattey,41.0
david maynard,32.0
david mccullough,72.0
david mcdermott,71.0
david mcknight,58.0
david milford,49.0
david miller,9.0
david miscavige,80.0
david monahan,38.0
david moroni,84.0
david morrissey,51.666666666666664
david morse,55.333333333333336
david moscow,46.4
david nathan,76.0
david naughton,60.0
david niven,43.0
david o'hara,62.0
david ogden stiers,62.0
david oyelowo,52.25
david paetkau,38.0
david paskowitz,72.0
david patrick kelly,65.0
david paymer,39.0
david ramsey,34.0
david rasche,41.5
david rauchenberger,64.0
david rawle,85.0
david remnick,60.5
david roberts,60.5
david roper,81.0
david rosen,16.0
david ryall,58.0
david s. jung,72.0
david schaal,68.0
david schallipp,34.0
david scheller,32.0
david schlachtenhaufen,48.0
david schneider,73.0
david schofield,63.0
david schwimmer,57.25
david selvas,36.0
david shannon,52.0
david sherrill,32.0
david spade,35.142857142857146
david strathairn,60.0
david suchet,50.0
david sullivan,68.0
david susskind,74.0
david tennant,67.0
david thewlis,53.44444444444444
david thornton,65.0
david threlfall,67.0
david tomlinson,88.0
david vadim,26.0
david verdaguer,75.0
david villalpando,67.0
david w. ross,23.0
david wagner,45.0
david walton,57.0
david warner,58.5
david warshofsky,57.0
david wayne,60.0
david weber,40.0
david wenham,49.857142857142854
david wilmot,69.0
david wissak,43.0
david wodehouse,53.0
davyd harries,88.0
dawa,64.0
dawei tong,58.0
dawid ogrodnik,91.0
dawn cheney,70.0
dawn didawick,73.0
dawn french,80.0
dawn olivieri,38.0
dax flame,48.0
dax shepard,44.875
dayle haddon,80.0
daymond john,69.0
dayo okeniyi,19.0
daz dillinger,42.0
de'adre aziza,48.0
de'aundre bonds,72.0
de'shawn washington,48.0
dean andrews,82.0
dean cain,39.5
dean lennox kelly,64.0
dean martin,39.333333333333336
dean monroe,45.0
dean norris,65.0
dean potter,71.0
dean r. brooks,80.0
dean stockwell,11.0
dean williams,83.0
dean winters,44.5
deanna dunagan,55.0
debbi morgan,55.0
debbie arnold,67.0
debbie doebereiner,63.0
debbie harry,66.5
debbie reynolds,99.0
debby bishop,76.0
debby lynn ross,67.0
debi derryberry,65.0
debi mazar,30.0
debora bloch,57.0
debora guetta,85.0
debora weston,36.0
deborah alagna,51.0
deborah ann woll,48.0
deborah aquila,60.0
deborah foreman,66.0
deborah francois,69.25
deborah kara unger,53.6
deborah peagler,72.0
deborah raffin,18.0
deborah rush,71.0
deborah shelton,69.0
deborah theaker,71.0
deborah twiss,66.0
deborra-lee furness,40.0
debra eisenstadt,61.0
debra jo rupp,55.0
debra messing,39.0
debra miller,27.0
debra mooney,29.0
debra winger,66.0
dee bradley baker,48.0
dee wallace,72.0
deen castronovo,53.0
deep katdare,40.5
deepak chopra,36.0
deepika padukone,44.5
deezer d,49.0
deforest kelley,58.166666666666664
deirdre o'connell,56.0
deja kreutzberg,19.0
deke garner,55.0
del zamora,33.0
delbert ward,92.0
delfine bafort,66.0
delia boccardo,35.0
delphine chaneac,66.0
delphine chuillot,58.0
delphine seyrig,93.0
delroy lindo,52.7
demet akbag,88.0
demetre daskalakis,65.0
demetre georgalas,75.0
demetress long,53.0
demetri martin,55.0
demetrius grosse,71.0
demi moore,48.76923076923077
demian bichir,59.4
demian slade,51.0
denden,71.0
dendrie taylor,61.0
denholm elliott,69.33333333333333
denis bourguignon,64.0
denis lavant,71.5
denis lawson,52.0
denis leary,61.44444444444444
denis menochet,55.0
denis o'hare,69.5
denis podalydes,82.0
denisa augustinova,52.0
denise crosby,51.0
denise dowse,1.0
denise doyle,41.0
denise richards,41.625
denise williamson,22.0
deniz akdeniz,54.0
dennis adkins,35.0
dennis alexio,33.0
dennis bakke,75.0
dennis boutsikaris,57.5
dennis braun,39.0
dennis chan,33.0
dennis christopher,91.0
dennis coffey,79.0
dennis crowley,68.0
dennis dugan,68.0
dennis dun,53.0
dennis farina,45.42857142857143
dennis franz,69.5
dennis haysbert,64.0
dennis hopper,63.75
dennis kucinich,49.0
dennis l.a. white,60.0
dennis lafond,52.0
dennis liu,67.0
dennis miller,39.333333333333336
dennis quaid,51.44444444444444
dennis rodman,16.0
dennis storhøi,42.0
dennis thompson,75.0
denny castiglione,70.0
denny doherty,77.0
denny tedesco,67.0
denzel washington,60.964285714285715
denzel whitaker,45.0
deobia oparei,34.0
deon richmond,57.0
dequina moore,72.0
deray davis,27.0
derek alvarado,58.0
derek ambrosi,82.0
derek barbosa,66.0
derek gauthier,60.0
derek hough,40.0
derek hutchinson,64.0
derek jacobi,58.75
derek jeter,64.0
derek lee,56.0
derek luke,52.38461538461539
derek magyar,41.0
derek richardson,55.0
dermot mulroney,49.35294117647059
dervla kirwan,65.0
derya alabora,65.0
derya ayverdi,61.0
des mcaleer,61.0
desi mosher,66.0
desiree akhavan,73.0
desiree garcia,84.0
desmond askew,54.0
desmond dube,79.0
desmond harrington,35.0
dev patel,43.666666666666664
devaughn nixon,50.0
devi,71.0
devid striesow,78.0
devin brochu,45.0
devin fabry,75.0
devon aoki,47.0
devon bostick,55.75
devon brown,71.0
devon crosby helms,74.0
devon dixon,70.0
devon gearhart,50.5
devon graye,41.5
devon gummersall,39.5
devon jordan,22.0
devon sawa,24.0
dexter fletcher,64.0
dexter hammett,70.0
dey young,70.0
diahnne abbott,94.0
diamond yukai,56.0
dian bachar,43.0
diana avramut,67.0
diana cavallioti,68.0
diana franco galindo,89.0
diana garcia,65.0
diana glenn,51.0
diana kent,60.0
diana mukpo,48.0
diana peden,67.0
diana penalver,54.0
diana quick,64.0
diana rigg,61.0
diana scarwid,45.5
diana vreeland,69.0
diane ayala goldner,29.0
diane baker,51.0
diane ciesla,42.0
diane cilento,83.5
diane farr,33.0
diane gaidry,45.0
diane guerrero,19.0
diane hazzard,85.0
diane kagan,37.0
diane keaton,56.708333333333336
diane kruger,51.63636363636363
diane lane,51.3
diane salinger,47.0
diane venora,59.0
dianna agron,42.0
dianne wiest,58.0
diarmaid murtagh,42.0
diarmuid noyes,62.0
dibyendu bhattacharya,76.0
dick cavett,77.33333333333333
dick cheney,45.0
dick clark,67.0
dick haymes,56.0
dick mingalone,41.0
dick russell,69.0
dick van dyke,68.0
dickie gravois,96.0
didier flamand,75.0
didier sandre,81.0
dido de la paz,75.0
diedrich bader,27.5
diego boneta,47.0
diego casas anaya,65.0
diego catano,73.0
diego fontecilla,83.0
diego klattenhoff,65.0
diego luna,62.22222222222222
diego martin,45.0
diego noguera,65.0
diego peretti,62.0
diego serrano,38.0
diego sieres,63.0
diem lien,70.0
dierdre lewis,76.0
dieter berner,89.0
dieter hallervorden,44.0
dieter laser,19.0
dieter plage,83.0
dieudonne,79.0
dileep rao,57.0
dilip mehta,64.0
dillon casey,31.0
dillon woolley,36.0
dimitri leonidas,67.0
dimond remtulia,84.0
dimple kapadia,58.0
dina korzun,74.33333333333333
dina merrill,7.0
dina meyer,37.0
dina pathak,35.0
dina spybey-waters,47.0
dinah manoff,29.0
dinara drukarova,86.0
dinesh d'souza,15.0
ding li,74.0
ding yuan,70.0
dino abbrescia,73.0
dinorah brillanti,52.0
diogo doria,61.0
diogo morgado,37.0
dion beebe,82.0
dionne quan,38.0
diora baird,30.0
dirk bogarde,93.0
dirk denoyelle,91.0
dirk roofthooft,73.0
dita von teese,64.0
divine,73.5
dj aaron,54.0
dj flava,66.0
dj qualls,24.0
djemel barek,74.0
djiby soumare,66.0
djimon hounsou,46.125
dmitriy gotsdiner,78.0
dmx,37.666666666666664
dmytro bazayev,32.0
do-yeon jeon,66.33333333333333
doc divecchio,61.0
dock ellis,68.0
doga zeynep doguslu,83.0
dolly coyne,78.0
dolly parton,56.5
dolly wells,94.0
dolores fonzi,59.0
dolores heredia,66.66666666666667
dolores huerta,62.0
dolph lundgren,45.6
dom deluise,40.833333333333336
domenick john,39.0
domenick lombardozzi,30.0
domhnall gleeson,63.0
domingo landicho,65.0
dominic,68.0
dominic barklem,61.0
dominic bogart,53.0
dominic chianese jr.,52.0
dominic colon,66.0
dominic cooper,42.111111111111114
dominic dierkes,42.0
dominic fumusa,49.0
dominic monaghan,40.5
dominic philie,49.0
dominic purcell,34.8
dominic rains,24.0
dominic scott kay,45.0
dominic west,51.833333333333336
dominik garcia-lorido,40.0
dominik michon-dagenais,59.0
dominika bednarczyk,73.0
dominique blanc,73.0
dominique dunne,79.0
dominique labourier,78.0
dominique lavanant,40.0
dominique mcelligott,67.0
dominique pinon,68.5
dominique reymond,66.0
dominique sanda,49.0
dominique swain,40.8
dominique thomas,73.0
dominique vache,71.0
dominique zeida,91.0
domonkos nemeth,55.0
don,66.0
don 'd.c.' curry,35.0
